,Kilométrage,Année-Modèle,Marque,Modèle,Nombre de portes,Origine,Première main,carburant,puiFiscale,boiteVitesse,price
203,140 000 - 149 999,2009,Renault,Kangoo,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,70000.0
204,70 000 - 74 999,2017,Nissan,Qashqai,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
205,10 000 - 14 999,2020,Renault,Captur,5,,Oui,Diesel,6 CV,Automatique,
206,110 000 - 119 999,2006,Honda,Accord,5,WW au Maroc,Non,Essence,11 CV,Automatique,62000.0
207,120 000 - 129 999,2011,Dacia,Duster,5,WW au Maroc,Non,Essence,9 CV,Manuelle,93000.0
208,90 000 - 94 999,2008,Suzuki,Grand Vitara,5,WW au Maroc,Non,Essence,11 CV,Automatique,85000.0
209,75 000 - 79 999,2013,mini,cooper,3,,Oui,Essence,9 CV,Manuelle,
210,130 000 - 139 999,2014,Porsche,Panamera,5,WW au Maroc,Non,Diesel,12 CV,Automatique,
211,110 000 - 119 999,2014,Citroen,C3,,,,Diesel,6 CV,--,
212,5 000 - 9 999,2017,Autres,Autres,3,WW au Maroc,Oui,Essence,4 CV,Automatique,42000.0
213,85 000 - 89 999,2014,Opel,Astra,,,Oui,Diesel,7 CV,--,
214,0 - 4 999,2018,Autres,Autres,5,WW au Maroc,Oui,Essence,4 CV,Manuelle,125000.0
215,60 000 - 64 999,2018,Honda,Accord,5,WW au Maroc,Oui,Essence,13 CV,Automatique,
216,140 000 - 149 999,2015,Audi,A6,5,,,Diesel,8 CV,Automatique,
217,20 000 - 24 999,2020,Jaguar,F-Type,,,,Essence,11 CV,--,630000.0
218,95 000 - 99 999,2016,Peugeot,508,,,,Diesel,6 CV,--,
219,300 000 - 349 999,2010,Mercedes-Benz,Viano,5,WW au Maroc,Non,Diesel,10 CV,Manuelle,130000.0
220,300 000 - 349 999,2010,Dacia,Sandero,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,50000.0
221,70 000 - 74 999,2017,Porsche,Cayenne,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
222,25 000 - 29 999,1984,Peugeot,205,5,Dédouanée,Non,Essence,--,--,18000.0
223,190 000 - 199 999,2009,Seat,Leon,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,80000.0
224,50 000 - 54 999,2017,Nissan,Qashqai,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,187000.0
225,95 000 - 99 999,2014,Toyota,Auris,,,,Diesel,5 CV,--,
226,45 000 - 49 999,2019,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
227,0 - 4 999,2021,Peugeot,208,,,Non,Diesel,6 CV,Manuelle,165000.0
228,120 000 - 129 999,2012,Alfa Romeo,Giulietta,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,
229,100 000 - 109 999,2016,Renault,Kangoo,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,122000.0
230,100 000 - 109 999,2015,Dacia,Logan,5,WW au Maroc,Non,Essence,6 CV,Manuelle,63000.0
231,90 000 - 94 999,2012,Hyundai,i 10,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,65000.0
232,120 000 - 129 999,2016,Audi,A6,5,Importée neuve,,Diesel,--,Automatique,
233,200 000 - 249 999,2000,Volkswagen,GOLF 4,5,,,Diesel,8 CV,Manuelle,63000.0
234,55 000 - 59 999,2017,Volkswagen,COCCINELLE,3,,Oui,Diesel,8 CV,Automatique,
235,110 000 - 119 999,2011,Peugeot,206+,5,WW au Maroc,Non,Essence,6 CV,Manuelle,57000.0
236,45 000 - 49 999,2018,Renault,Kangoo,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,153000.0
237,20 000 - 24 999,2020,Ford,Ranger,5,WW au Maroc,,Diesel,8 CV,Automatique,445000.0
238,100 000 - 109 999,2016,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
239,100 000 - 109 999,2017,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
240,60 000 - 64 999,2016,Land Rover,Range Rover Sport,,,,Diesel,12 CV,--,480000.0
241,100 000 - 109 999,2018,Land Rover,Range Rover Evoque,5,,Oui,Diesel,8 CV,Automatique,
242,15 000 - 19 999,2019,Ford,Fiesta,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
243,100 000 - 109 999,2017,Volkswagen,Touran,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
244,0 - 4 999,2021,Volkswagen,Caddy,,WW au Maroc,Oui,Diesel,8 CV,Automatique,245000.0
245,150 000 - 159 999,2013,Renault,Koleos,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,110000.0
246,120 000 - 129 999,2016,Volkswagen,Tiguan,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
247,15 000 - 19 999,2020,Dacia,Dokker,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,160000.0
248,75 000 - 79 999,2017,Audi,A6,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
249,250 000 - 299 999,2003,Volkswagen,GOLF 4,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,67000.0
250,25 000 - 29 999,2019,Peugeot,208,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
251,20 000 - 24 999,2020,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
252,70 000 - 74 999,2015,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,Diesel,--,Automatique,
253,15 000 - 19 999,1991,Suzuki,AERIO,5,Dédouanée,Non,Essence,6 CV,Manuelle,40000.0
254,45 000 - 49 999,2019,Mercedes-Benz,Classe E,5,Dédouanée,Oui,Diesel,8 CV,Automatique,
255,130 000 - 139 999,2018,Ford,CONNECT,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,130000.0
256,85 000 - 89 999,2018,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,88000.0
257,100 000 - 109 999,2018,Dacia,Dokker,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,84000.0
258,100 000 - 109 999,2017,Hyundai,H-1,5,WW au Maroc,Oui,Diesel,10 CV,Manuelle,
259,5 000 - 9 999,2013,Fiat,Punto,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,80000.0
260,95 000 - 99 999,2016,Volkswagen,Passat,5,WW au Maroc,Non,Diesel,8 CV,Automatique,
261,200 000 - 249 999,2008,Volkswagen,GOLF 5,5,Dédouanée,Non,Diesel,8 CV,Manuelle,99000.0
262,100 000 - 109 999,2013,Mercedes-Benz,Classe A,5,WW au Maroc,Non,Diesel,7 CV,Automatique,
263,160 000 - 169 999,2013,Volvo,S60,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,138000.0
264,100 000 - 109 999,2017,Opel,Astra,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,158000.0
265,0 - 4 999,2021,Toyota,Land Cruiser,5,Importée neuve,,Diesel,--,Automatique,
266,180 000 - 189 999,2007,Renault,Clio,,,,Diesel,--,Manuelle,68000.0
267,40 000 - 44 999,2016,Citroen,C3,3,Importée neuve,Non,Essence,6 CV,Automatique,110000.0
268,15 000 - 19 999,2018,Mercedes-Benz,Classe C,5,WW au Maroc,Oui,Diesel,9 CV,Automatique,365000.0
269,50 000 - 54 999,2019,Dacia,Logan,,,,Diesel,6 CV,--,100000.0
270,160 000 - 169 999,1986,Peugeot,205,5,Dédouanée,Non,Diesel,7 CV,Manuelle,33000.0
271,200 000 - 249 999,2008,Honda,Accord,5,WW au Maroc,Non,Diesel,9 CV,Manuelle,90000.0
272,130 000 - 139 999,2016,Mercedes-Benz,CLASSE C COUPE,3,Dédouanée,Oui,Diesel,9 CV,Automatique,
273,140 000 - 149 999,2013,Opel,Astra,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,125000.0
274,60 000 - 64 999,2020,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,
275,110 000 - 119 999,2017,BMW,Serie 5,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
276,75 000 - 79 999,2016,Renault,Clio,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,122000.0
277,100 000 - 109 999,2016,Porsche,Cayenne,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,540000.0
278,65 000 - 69 999,2018,Renault,Megane,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,165000.0
279,100 000 - 109 999,2010,Mercedes-Benz,CLASSE ML,5,Importée neuve,Oui,Essence,25 CV,Automatique,240000.0
280,95 000 - 99 999,2015,Ford,Focus,5,,,Diesel,6 CV,Manuelle,154000.0
281,60 000 - 64 999,2016,Citroen,C4 CACTUS,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
282,110 000 - 119 999,2014,Honda,Accord,5,WW au Maroc,Oui,Diesel,9 CV,Automatique,
283,120 000 - 129 999,2011,Ford,Focus,,,,Diesel,7 CV,--,112000.0
284,100 000 - 109 999,2018,Nissan,Qashqai,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,
285,20 000 - 24 999,2019,Hyundai,Tucson,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,300000.0
286,160 000 - 169 999,2003,Audi,A4,5,Dédouanée,Non,Diesel,10 CV,Automatique,67000.0
287,130 000 - 139 999,2017,Volkswagen,Tiguan,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
288,60 000 - 64 999,2015,Land Rover,Discovery Sport,,,,Diesel,9 CV,Automatique,
289,70 000 - 74 999,2016,Nissan,Qashqai,,,,Diesel,6 CV,Automatique,158000.0
290,120 000 - 129 999,2012,Volvo,XC60,5,WW au Maroc,,Diesel,--,Manuelle,155000.0
291,55 000 - 59 999,2008,Peugeot,206,5,WW au Maroc,Non,Essence,6 CV,Manuelle,33000.0
292,5 000 - 9 999,2017,Land Rover,Defender,,,,Diesel,9 CV,--,280000.0
293,10 000 - 14 999,2020,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,113000.0
294,300 000 - 349 999,1999,Fiat,Palio,5,,,Diesel,7 CV,Manuelle,33000.0
295,10 000 - 14 999,2012,Peugeot,207,,,,Diesel,6 CV,Manuelle,80000.0
296,0 - 4 999,2021,Volkswagen,Golf,5,Importée neuve,Oui,Diesel,8 CV,Automatique,450000.0
297,200 000 - 249 999,2007,Fiat,Palio,5,WW au Maroc,Oui,Essence,7 CV,Manuelle,38000.0
298,50 000 - 54 999,2008,Peugeot,206,5,WW au Maroc,Non,Essence,6 CV,Manuelle,33000.0
299,300 000 - 349 999,2008,Volkswagen,GOLF 5,,WW au Maroc,,Diesel,8 CV,Manuelle,92000.0
300,200 000 - 249 999,2006,Volkswagen,Touareg,5,WW au Maroc,Oui,Diesel,10 CV,Automatique,110000.0
301,10 000 - 14 999,2019,Fiat,Pinto,5,WW au Maroc,,Diesel,5 CV,Manuelle,103000.0
302,80 000 - 84 999,2018,Land Rover,Range Rover Evoque,5,WW au Maroc,,Diesel,8 CV,Automatique,
303,100 000 - 109 999,2016,Jeep,Cherokee,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
304,0 - 4 999,1996,Peugeot,306,,,Oui,Diesel,--,--,45000.0
305,80 000 - 84 999,2016,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,--,Automatique,
306,80 000 - 84 999,2016,Audi,A4,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
307,50 000 - 54 999,2019,Fiat,TIPO,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,
308,200 000 - 249 999,2013,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,--,130000.0
309,70 000 - 74 999,2019,Volkswagen,Touareg,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
310,350 000 - 399 999,1998,Honda,Accord,5,WW au Maroc,,Essence,11 CV,Manuelle,25000.0
311,100 000 - 109 999,2017,Toyota,Prado,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,
312,160 000 - 169 999,2015,Kia,Picanto,5,WW au Maroc,Non,Essence,5 CV,Manuelle,69000.0
313,100 000 - 109 999,2016,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
314,100 000 - 109 999,2017,Mercedes-Benz,Sprinter,3,Dédouanée,Oui,Diesel,9 CV,Manuelle,400000.0
315,100 000 - 109 999,2017,Mercedes-Benz,Sprinter,3,Dédouanée,Oui,Diesel,9 CV,Manuelle,400000.0
316,70 000 - 74 999,2016,Land Rover,Discovery Sport,5,WW au Maroc,Oui,Diesel,9 CV,Automatique,
317,120 000 - 129 999,2015,BMW,Serie 5,5,WW au Maroc,,Diesel,8 CV,Automatique,
318,100 000 - 109 999,2016,Citroen,C4,,,,Diesel,6 CV,Manuelle,
319,190 000 - 199 999,2007,Renault,Megane,,,,Diesel,6 CV,--,70000.0
320,140 000 - 149 999,2014,Volkswagen,GOLF 7,5,Importée neuve,Non,Diesel,8 CV,Automatique,238000.0
321,0 - 4 999,2021,Volkswagen,Golf,5,,Oui,Diesel,8 CV,Automatique,
322,95 000 - 99 999,2018,Renault,Megane,,,,Diesel,6 CV,--,
323,30 000 - 34 999,2020,Hyundai,i 30,,,,Diesel,6 CV,--,
324,50 000 - 54 999,2017,Opel,Astra,5,Pas encore dédouanée,Oui,Diesel,6 CV,Manuelle,
325,120 000 - 129 999,2010,Volkswagen,Passat,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,99000.0
326,150 000 - 159 999,2013,Ford,Kuga,,,,Diesel,8 CV,--,125000.0
327,80 000 - 84 999,2015,Dacia,Logan,,,,Diesel,6 CV,--,73000.0
328,60 000 - 64 999,2018,Nissan,Juke,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,158000.0
329,65 000 - 69 999,2017,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
330,85 000 - 89 999,2017,Dacia,Dokker,,,,Diesel,--,--,
331,190 000 - 199 999,2012,Kia,Cerato,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,66000.0
332,25 000 - 29 999,1982,Renault,R9,5,Dédouanée,Non,Essence,8 CV,Manuelle,23000.0
333,80 000 - 84 999,2018,Dacia,Duster,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,133000.0
334,50 000 - 54 999,2019,Citroen,C-ELYSEE,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
335,110 000 - 119 999,2016,Volkswagen,Touareg,,,Oui,Diesel,--,Automatique,190000.0
336,100 000 - 109 999,2011,Toyota,Corolla,5,WW au Maroc,Oui,Diesel,5 CV,--,110000.0
337,100 000 - 109 999,2016,Renault,Megane,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
338,90 000 - 94 999,2016,BMW,Serie 5,5,WW au Maroc,Non,Diesel,8 CV,Automatique,270000.0
339,20 000 - 24 999,2020,Citroen,Berlingo,5,WW au Maroc,Oui,Essence,9 CV,Manuelle,113000.0
340,190 000 - 199 999,2015,Toyota,Corolla,,,,Diesel,--,--,125000.0
341,150 000 - 159 999,2009,Honda,Jazz,,,,Essence,8 CV,Manuelle,59000.0
342,70 000 - 74 999,2016,Renault,Megane 3,5,WW au Maroc,,Diesel,6 CV,Manuelle,129000.0
343,200 000 - 249 999,2011,Volkswagen,Polo,5,WW au Maroc,Non,Diesel,5 CV,Manuelle,95000.0
344,120 000 - 129 999,2014,Mercedes-Benz,Classe E,,,,Diesel,--,--,
345,70 000 - 74 999,2016,Renault,Megane 3,5,WW au Maroc,,Diesel,6 CV,Manuelle,129000.0
346,130 000 - 139 999,2010,Volkswagen,GOLF 6,,Dédouanée,Non,Diesel,8 CV,Manuelle,127000.0
347,5 000 - 9 999,2021,Mercedes-Benz,Classe S,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
348,35 000 - 39 999,2018,Volvo,S60,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
349,170 000 - 179 999,2007,Kia,Picanto,5,WW au Maroc,Non,Essence,6 CV,Manuelle,46000.0
0,120 000 - 129 999,2008,Volkswagen,Touareg,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,109000.0
1,100 000 - 109 999,2005,Volvo,S60,5,WW au Maroc,Oui,Essence,14 CV,Automatique,58000.0
2,35 000 - 39 999,2018,Volkswagen,Arteon,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
3,180 000 - 189 999,2006,Land Rover,Range Rover Sport,5,Importée neuve,Oui,Essence,24 CV,Automatique,100000.0
4,10 000 - 14 999,2018,Volkswagen,GOLF 7,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,223000.0
5,55 000 - 59 999,2012,Audi,A5,5,WW au Maroc,Oui,Essence,11 CV,Automatique,
6,120 000 - 129 999,2007,Audi,A6,5,WW au Maroc,Oui,Diesel,11 CV,Manuelle,105000.0
7,130 000 - 139 999,2013,Audi,A6,5,WW au Maroc,Non,Essence,11 CV,Automatique,138000.0
8,10 000 - 14 999,2020,Citroen,Berlingo,5,WW au Maroc,Non,Essence,9 CV,Manuelle,115000.0
9,25 000 - 29 999,2009,Audi,A5,5,WW au Maroc,Oui,Essence,18 CV,Automatique,145000.0
10,100 000 - 109 999,2012,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,Essence,11 CV,Automatique,
11,35 000 - 39 999,2017,Opel,ADAM,3,WW au Maroc,Non,Essence,7 CV,Manuelle,115000.0
12,50 000 - 54 999,2007,BMW,Serie 1,5,WW au Maroc,Oui,Essence,11 CV,Manuelle,88000.0
13,85 000 - 89 999,2017,Volkswagen,Jetta,5,,,Diesel,8 CV,Automatique,167000.0
14,60 000 - 64 999,2011,Toyota,Corolla,5,WW au Maroc,Oui,Essence,8 CV,Manuelle,89000.0
15,70 000 - 74 999,2005,Infiniti,FX35,5,WW au Maroc,Oui,Essence,20 CV,Automatique,88000.0
16,10 000 - 14 999,2019,Opel,ADAM,3,WW au Maroc,Non,Essence,7 CV,Manuelle,125000.0
17,85 000 - 89 999,2015,mini,country man,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,155000.0
18,100 000 - 109 999,2013,mini,country man,5,Dédouanée,Oui,Essence,9 CV,Automatique,153000.0
19,80 000 - 84 999,2011,mini,one,,WW au Maroc,Oui,Essence,9 CV,Automatique,138000.0
20,150 000 - 159 999,2017,Jaguar,XE,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
21,130 000 - 139 999,2015,Audi,A6,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,
22,25 000 - 29 999,2015,Honda,CR-V,5,WW au Maroc,Oui,Essence,11 CV,Manuelle,148000.0
23,90 000 - 94 999,2012,Fiat,500,3,Dédouanée,Non,Essence,8 CV,Automatique,122000.0
24,110 000 - 119 999,2018,Ford,Fusion,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,
25,80 000 - 84 999,2015,BMW,Serie 6,3,Importée neuve,Non,Essence,25 CV,Automatique,
26,100 000 - 109 999,2013,BMW,Serie 6,5,Importée neuve,Non,Diesel,12 CV,Automatique,
27,70 000 - 74 999,2011,BMW,Serie 1,5,WW au Maroc,Non,Essence,11 CV,Automatique,108000.0
28,10 000 - 14 999,1992,Suzuki,Carry,5,Dédouanée,Non,Essence,5 CV,Manuelle,30000.0
29,0 - 4 999,2006,Audi,A3,,,,Diesel,8 CV,--,1500.0
30,30 000 - 34 999,2018,BMW,Serie 5,5,Importée neuve,Oui,Essence,11 CV,Automatique,440000.0
31,160 000 - 169 999,2012,BMW,Serie 5,5,WW au Maroc,Non,Essence,17 CV,Automatique,145000.0
32,120 000 - 129 999,2009,Kia,Picanto,5,WW au Maroc,,Essence,6 CV,Manuelle,53000.0
33,0 - 4 999,1993,Renault,R19,,,,Diesel,6 CV,--,35000.0
34,170 000 - 179 999,2008,Volkswagen,Touareg,5,WW au Maroc,Oui,Diesel,11 CV,Automatique,79000.0
35,100 000 - 109 999,2013,BMW,Serie 6,5,Importée neuve,Non,Diesel,12 CV,Automatique,
36,70 000 - 74 999,2011,BMW,Serie 1,5,WW au Maroc,Non,Essence,11 CV,Automatique,108000.0
37,10 000 - 14 999,1992,Suzuki,Carry,5,Dédouanée,Non,Essence,5 CV,Manuelle,30000.0
38,0 - 4 999,2006,Audi,A3,,,,Diesel,8 CV,--,1500.0
39,30 000 - 34 999,2018,BMW,Serie 5,5,Importée neuve,Oui,Essence,11 CV,Automatique,440000.0
40,160 000 - 169 999,2012,BMW,Serie 5,5,WW au Maroc,Non,Essence,17 CV,Automatique,145000.0
41,120 000 - 129 999,2009,Kia,Picanto,5,WW au Maroc,,Essence,6 CV,Manuelle,53000.0
42,0 - 4 999,1993,Renault,R19,,,,Diesel,6 CV,--,35000.0
43,170 000 - 179 999,2008,Volkswagen,Touareg,5,WW au Maroc,Oui,Diesel,11 CV,Automatique,79000.0
44,40 000 - 44 999,2017,Citroen,C3,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,120000.0
45,200 000 - 249 999,2010,Renault,Kangoo,3,WW au Maroc,Non,Diesel,7 CV,Manuelle,80000.0
46,140 000 - 149 999,2012,Audi,A5,,,,Diesel,8 CV,--,230000.0
47,160 000 - 169 999,2017,Renault,Kangoo,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,113000.0
48,5 000 - 9 999,2015,Ford,Fiesta,5,WW au Maroc,,Essence,7 CV,Manuelle,80000.0
49,70 000 - 74 999,2017,Citroen,C4,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,114000.0
50,160 000 - 169 999,2011,Chevrolet,Cruze,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,87000.0
51,110 000 - 119 999,2013,Peugeot,206,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,78000.0
52,140 000 - 149 999,2002,Mercedes-Benz,270,5,Dédouanée,Non,Diesel,11 CV,Automatique,48000.0
53,60 000 - 64 999,2018,Dacia,Dokker,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,118000.0
54,120 000 - 129 999,2010,Peugeot,207,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,78000.0
55,120 000 - 129 999,1999,Fiat,BRAVA,5,,,Essence,8 CV,Manuelle,25000.0
56,140 000 - 149 999,2012,Skoda,Superb,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,135000.0
57,130 000 - 139 999,2013,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,125000.0
58,190 000 - 199 999,2015,Seat,Leon,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,170000.0
59,200 000 - 249 999,2007,Hyundai,Atos,5,WW au Maroc,Non,Essence,6 CV,Manuelle,42000.0
60,110 000 - 119 999,2009,Hyundai,i 10,5,WW au Maroc,,Essence,--,Manuelle,54000.0
61,250 000 - 299 999,2014,Dacia,Dokker,5,WW au Maroc,Non,Diesel,5 CV,Manuelle,87000.0
62,200 000 - 249 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,56000.0
63,200 000 - 249 999,2007,Peugeot,Partner,,,,Diesel,7 CV,Manuelle,52000.0
64,0 - 4 999,2001,Fiat,Siena,,,,Diesel,7 CV,Manuelle,25000.0
65,5 000 - 9 999,2008,Dacia,Logan,5,WW au Maroc,Non,Essence,8 CV,Manuelle,49000.0
66,100 000 - 109 999,2017,Peugeot,508,5,,Oui,Diesel,6 CV,Manuelle,
67,170 000 - 179 999,2015,Dacia,Duster,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,118000.0
68,20 000 - 24 999,2016,Fiat,Doblo,3,WW au Maroc,Oui,Diesel,6 CV,Manuelle,90000.0
69,80 000 - 84 999,2016,Seat,Ibiza,5,WW au Maroc,,Diesel,6 CV,Manuelle,122000.0
70,100 000 - 109 999,2016,Ford,Fiesta,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,97000.0
71,200 000 - 249 999,1999,Toyota,Tercel,5,Dédouanée,Non,Essence,7 CV,Manuelle,23000.0
72,170 000 - 179 999,2007,Hyundai,Atos Prime,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,38000.0
73,160 000 - 169 999,2011,Renault,Symbol,,,,Essence,7 CV,--,57000.0
74,170 000 - 179 999,2008,Renault,Kangoo,5,Dédouanée,Non,Diesel,7 CV,Manuelle,70000.0
75,65 000 - 69 999,2017,Fiat,500,,,,Diesel,5 CV,--,
76,100 000 - 109 999,2016,BMW,Serie 6,5,WW au Maroc,Non,Diesel,12 CV,Automatique,
77,150 000 - 159 999,2006,Citroen,Berlingo,,,,Diesel,7 CV,--,52000.0
78,15 000 - 19 999,2018,Honda,Jazz,5,WW au Maroc,Oui,Essence,8 CV,Manuelle,116000.0
79,190 000 - 199 999,2012,Opel,Astra,5,WW au Maroc,,Diesel,6 CV,Manuelle,94000.0
80,50 000 - 54 999,1987,Renault,Super 5,5,Dédouanée,Non,Diesel,6 CV,Manuelle,
81,100 000 - 109 999,2008,Chery,QQ,3,WW au Maroc,Non,Essence,5 CV,Manuelle,28000.0
82,140 000 - 149 999,2008,Chevrolet,Spark,5,WW au Maroc,Non,Essence,5 CV,Manuelle,39000.0
83,80 000 - 84 999,2017,Mercedes-Benz,Classe E,3,Importée neuve,Oui,Diesel,8 CV,Automatique,
84,30 000 - 34 999,2019,Volvo,S60,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,215000.0
85,50 000 - 54 999,2017,Renault,Clio,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,
86,35 000 - 39 999,2019,Dacia,Duster,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
87,450 000 - 499 999,1992,Mercedes-Benz,190,5,Dédouanée,Non,Diesel,10 CV,Manuelle,50000.0
88,40 000 - 44 999,2004,Mitsubishi,lancer,5,WW au Maroc,Oui,Essence,7 CV,Manuelle,57000.0
89,150 000 - 159 999,2008,Peugeot,206,,WW au Maroc,,Essence,--,--,38000.0
90,110 000 - 119 999,2017,BMW,X5,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
91,50 000 - 54 999,2017,Seat,Leon,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,
92,130 000 - 139 999,2006,Ford,Fiesta,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,59000.0
93,75 000 - 79 999,2013,BMW,Serie 3,5,,Oui,Essence,11 CV,Manuelle,190000.0
94,30 000 - 34 999,1999,Peugeot,306,5,WW au Maroc,Non,Essence,8 CV,Manuelle,30000.0
95,190 000 - 199 999,2005,Mercedes-Benz,Classe S,5,Dédouanée,Oui,Essence,20 CV,Automatique,120000.0
96,190 000 - 199 999,2003,Toyota,Hi Ace,5,WW au Maroc,Oui,Diesel,10 CV,Manuelle,83000.0
97,90 000 - 94 999,2012,Suzuki,Vitara,3,WW au Maroc,Oui,Essence,9 CV,Manuelle,74000.0
98,130 000 - 139 999,2012,Volkswagen,Scirocco,,,,Essence,12 CV,--,
99,70 000 - 74 999,2018,Volkswagen,Jetta,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,178000.0
100,45 000 - 49 999,2019,Mercedes-Benz,Classe C,5,Dédouanée,Oui,Diesel,8 CV,Automatique,
101,200 000 - 249 999,2009,Peugeot,Partner,3,WW au Maroc,Oui,Diesel,6 CV,Manuelle,60000.0
102,100 000 - 109 999,2012,Dacia,Sandero,,,,Diesel,6 CV,--,
103,15 000 - 19 999,1984,Fiat,Uno,5,Dédouanée,Non,Diesel,6 CV,Manuelle,16000.0
104,100 000 - 109 999,2012,Dacia,Sandero,,,,Diesel,6 CV,--,
105,15 000 - 19 999,1984,Fiat,Uno,5,Dédouanée,Non,Diesel,6 CV,Manuelle,16000.0
106,65 000 - 69 999,2016,Volkswagen,CC,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,220000.0
107,170 000 - 179 999,2017,Renault,Talisman,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,178000.0
